Date,Weekly hadith
11/26,"Bukhari: Volume 4; Book 55; Number 586:
Narrated Anas bin Malik:
When the mountain of Uhud came in the sight of Allah's Apostle he said. ""This is a mountain that loves us and is loved by us. O Allah! Abraham made Mecca a sanctuary; and I make (the area) in between these two mountains (of Medina) a sanctuary."" 
"
11/27,"Bukhari: Volume 4; Book 55; Number 586:
Narrated Anas bin Malik:
When the mountain of Uhud came in the sight of Allah's Apostle he said. ""This is a mountain that loves us and is loved by us. O Allah! Abraham made Mecca a sanctuary; and I make (the area) in between these two mountains (of Medina) a sanctuary."" 
"
11/28,"Bukhari: Volume 4; Book 55; Number 586:
Narrated Anas bin Malik:
When the mountain of Uhud came in the sight of Allah's Apostle he said. ""This is a mountain that loves us and is loved by us. O Allah! Abraham made Mecca a sanctuary; and I make (the area) in between these two mountains (of Medina) a sanctuary."" 
"
11/29,"Bukhari: Volume 4; Book 55; Number 586:
Narrated Anas bin Malik:
When the mountain of Uhud came in the sight of Allah's Apostle he said. ""This is a mountain that loves us and is loved by us. O Allah! Abraham made Mecca a sanctuary; and I make (the area) in between these two mountains (of Medina) a sanctuary."" 
"
11/30,"Bukhari: Volume 4; Book 55; Number 586:
Narrated Anas bin Malik:
When the mountain of Uhud came in the sight of Allah's Apostle he said. ""This is a mountain that loves us and is loved by us. O Allah! Abraham made Mecca a sanctuary; and I make (the area) in between these two mountains (of Medina) a sanctuary."" 
"
12/1,"Bukhari: Volume 4; Book 55; Number 586:
Narrated Anas bin Malik:
When the mountain of Uhud came in the sight of Allah's Apostle he said. ""This is a mountain that loves us and is loved by us. O Allah! Abraham made Mecca a sanctuary; and I make (the area) in between these two mountains (of Medina) a sanctuary."" 
"
12/2,"Bukhari: Narrated Abu Humaid As-Sa'idi:
The people asked; ""O Allah's Apostle! How shall we (ask Allah to) send blessings on you?"" Allah's Apostle replied; ""Say: O Allah! Send Your Mercy on Muhammad and on his wives and on his off spring; as You sent Your Mercy on Abraham's family; and send Your Blessings on Muhammad and on his offspring; as You sent Your Blessings on Abraham's family; for You are the Most Praise-worthy; the Most Glorious."" 
"
12/3,"Bukhari: Narrated Abu Humaid As-Sa'idi:
The people asked; ""O Allah's Apostle! How shall we (ask Allah to) send blessings on you?"" Allah's Apostle replied; ""Say: O Allah! Send Your Mercy on Muhammad and on his wives and on his off spring; as You sent Your Mercy on Abraham's family; and send Your Blessings on Muhammad and on his offspring; as You sent Your Blessings on Abraham's family; for You are the Most Praise-worthy; the Most Glorious."" 
"
12/4,"Bukhari: Narrated Abu Humaid As-Sa'idi:
The people asked; ""O Allah's Apostle! How shall we (ask Allah to) send blessings on you?"" Allah's Apostle replied; ""Say: O Allah! Send Your Mercy on Muhammad and on his wives and on his off spring; as You sent Your Mercy on Abraham's family; and send Your Blessings on Muhammad and on his offspring; as You sent Your Blessings on Abraham's family; for You are the Most Praise-worthy; the Most Glorious."" 
"
12/5,"Bukhari: Narrated Abu Humaid As-Sa'idi:
The people asked; ""O Allah's Apostle! How shall we (ask Allah to) send blessings on you?"" Allah's Apostle replied; ""Say: O Allah! Send Your Mercy on Muhammad and on his wives and on his off spring; as You sent Your Mercy on Abraham's family; and send Your Blessings on Muhammad and on his offspring; as You sent Your Blessings on Abraham's family; for You are the Most Praise-worthy; the Most Glorious."" 
"
12/6,"Bukhari: Narrated Abu Humaid As-Sa'idi:
The people asked; ""O Allah's Apostle! How shall we (ask Allah to) send blessings on you?"" Allah's Apostle replied; ""Say: O Allah! Send Your Mercy on Muhammad and on his wives and on his off spring; as You sent Your Mercy on Abraham's family; and send Your Blessings on Muhammad and on his offspring; as You sent Your Blessings on Abraham's family; for You are the Most Praise-worthy; the Most Glorious."" 
"
12/7,"Bukhari: Narrated Abu Humaid As-Sa'idi:
The people asked; ""O Allah's Apostle! How shall we (ask Allah to) send blessings on you?"" Allah's Apostle replied; ""Say: O Allah! Send Your Mercy on Muhammad and on his wives and on his off spring; as You sent Your Mercy on Abraham's family; and send Your Blessings on Muhammad and on his offspring; as You sent Your Blessings on Abraham's family; for You are the Most Praise-worthy; the Most Glorious."" 
"
12/8,"Bukhari: Narrated Abu Humaid As-Sa'idi:
The people asked; ""O Allah's Apostle! How shall we (ask Allah to) send blessings on you?"" Allah's Apostle replied; ""Say: O Allah! Send Your Mercy on Muhammad and on his wives and on his off spring; as You sent Your Mercy on Abraham's family; and send Your Blessings on Muhammad and on his offspring; as You sent Your Blessings on Abraham's family; for You are the Most Praise-worthy; the Most Glorious."" 
"
12/9,"Muslim: Book 34; Number 6443:
'Abdullah b. 'Umar reported: I went to Allah's Messenger (may peace be upon him) in the morning and he heard the voice of two persons who had an argumentation with each other about a verse. Allah's Apostle (may peace be upon him) came to us (and) the (signs) of anger could be seen on his face. He said: Verily; the (peoples) before you were ruined because of their disputation in the Book."
12/10,"Muslim: Book 34; Number 6443:
'Abdullah b. 'Umar reported: I went to Allah's Messenger (may peace be upon him) in the morning and he heard the voice of two persons who had an argumentation with each other about a verse. Allah's Apostle (may peace be upon him) came to us (and) the (signs) of anger could be seen on his face. He said: Verily; the (peoples) before you were ruined because of their disputation in the Book."
12/11,"Muslim: Book 34; Number 6443:
'Abdullah b. 'Umar reported: I went to Allah's Messenger (may peace be upon him) in the morning and he heard the voice of two persons who had an argumentation with each other about a verse. Allah's Apostle (may peace be upon him) came to us (and) the (signs) of anger could be seen on his face. He said: Verily; the (peoples) before you were ruined because of their disputation in the Book."
12/12,"Muslim: Book 34; Number 6443:
'Abdullah b. 'Umar reported: I went to Allah's Messenger (may peace be upon him) in the morning and he heard the voice of two persons who had an argumentation with each other about a verse. Allah's Apostle (may peace be upon him) came to us (and) the (signs) of anger could be seen on his face. He said: Verily; the (peoples) before you were ruined because of their disputation in the Book."
12/13,"Muslim: Book 34; Number 6443:
'Abdullah b. 'Umar reported: I went to Allah's Messenger (may peace be upon him) in the morning and he heard the voice of two persons who had an argumentation with each other about a verse. Allah's Apostle (may peace be upon him) came to us (and) the (signs) of anger could be seen on his face. He said: Verily; the (peoples) before you were ruined because of their disputation in the Book."
12/14,"Muslim: Book 34; Number 6443:
'Abdullah b. 'Umar reported: I went to Allah's Messenger (may peace be upon him) in the morning and he heard the voice of two persons who had an argumentation with each other about a verse. Allah's Apostle (may peace be upon him) came to us (and) the (signs) of anger could be seen on his face. He said: Verily; the (peoples) before you were ruined because of their disputation in the Book."
12/15,"Muslim: Book 34; Number 6443:
'Abdullah b. 'Umar reported: I went to Allah's Messenger (may peace be upon him) in the morning and he heard the voice of two persons who had an argumentation with each other about a verse. Allah's Apostle (may peace be upon him) came to us (and) the (signs) of anger could be seen on his face. He said: Verily; the (peoples) before you were ruined because of their disputation in the Book."
12/16,"Bukhai: Volume 4; Book 55; Number 611:  
Narrated Abu Huraira: 
The Prophet said; ""Were it not for Bani Israel; meat would not decay; and were it not for Eve; no woman would ever betray her husband."" 
"
12/17,"Bukhari Vol 4; Book 55; No 621:
Narrated Abu Huraira:
Allah's Apostle said; ""Adam and Moses argued with each other. Moses said to Adam. 'You are Adam whose mistake expelled you from Paradise.' Adam said to him; 'You are Moses whom Allah selected as His Messenger and as the one to whom He spoke directly; yet you blame me for a thing which had already been written in my fate before my creation?""' Allah's Apostle said twice; ""So; Adam overpowered Moses."" 
"
12/18,"Bukhari Vol 4; Book 55; No 621:
Narrated Abu Huraira:
Allah's Apostle said; ""Adam and Moses argued with each other. Moses said to Adam. 'You are Adam whose mistake expelled you from Paradise.' Adam said to him; 'You are Moses whom Allah selected as His Messenger and as the one to whom He spoke directly; yet you blame me for a thing which had already been written in my fate before my creation?""' Allah's Apostle said twice; ""So; Adam overpowered Moses."" 
"
12/19,"Bukhari Vol 4; Book 55; No 621:
Narrated Abu Huraira:
Allah's Apostle said; ""Adam and Moses argued with each other. Moses said to Adam. 'You are Adam whose mistake expelled you from Paradise.' Adam said to him; 'You are Moses whom Allah selected as His Messenger and as the one to whom He spoke directly; yet you blame me for a thing which had already been written in my fate before my creation?""' Allah's Apostle said twice; ""So; Adam overpowered Moses."" 
"
12/20,"Bukhari Vol 4; Book 55; No 621:
Narrated Abu Huraira:
Allah's Apostle said; ""Adam and Moses argued with each other. Moses said to Adam. 'You are Adam whose mistake expelled you from Paradise.' Adam said to him; 'You are Moses whom Allah selected as His Messenger and as the one to whom He spoke directly; yet you blame me for a thing which had already been written in my fate before my creation?""' Allah's Apostle said twice; ""So; Adam overpowered Moses."" 
"
12/21,"Bukhari Vol 4; Book 55; No 621:
Narrated Abu Huraira:
Allah's Apostle said; ""Adam and Moses argued with each other. Moses said to Adam. 'You are Adam whose mistake expelled you from Paradise.' Adam said to him; 'You are Moses whom Allah selected as His Messenger and as the one to whom He spoke directly; yet you blame me for a thing which had already been written in my fate before my creation?""' Allah's Apostle said twice; ""So; Adam overpowered Moses."" 
"
12/22,"Bukhari Vol 4; Book 55; No 621:
Narrated Abu Huraira:
Allah's Apostle said; ""Adam and Moses argued with each other. Moses said to Adam. 'You are Adam whose mistake expelled you from Paradise.' Adam said to him; 'You are Moses whom Allah selected as His Messenger and as the one to whom He spoke directly; yet you blame me for a thing which had already been written in my fate before my creation?""' Allah's Apostle said twice; ""So; Adam overpowered Moses."" 
"
12/23,"Bukhari: Vol 6; Book 61; No 504:
Narrated Abu Huraira:
The Prophet said; ""Every Prophet was given miracles because of which people believed; but what I have been given; is Divine Inspiration which Allah has revealed to me. So I hope that my followers will outnumber the followers of the other Prophets on the Day of Resurrection."""
12/24,"Bukhari: Vol 6; Book 61; No 504:
Narrated Abu Huraira:
The Prophet said; ""Every Prophet was given miracles because of which people believed; but what I have been given; is Divine Inspiration which Allah has revealed to me. So I hope that my followers will outnumber the followers of the other Prophets on the Day of Resurrection."""
12/25,"Bukhari: Vol 6; Book 61; No 504:
Narrated Abu Huraira:
The Prophet said; ""Every Prophet was given miracles because of which people believed; but what I have been given; is Divine Inspiration which Allah has revealed to me. So I hope that my followers will outnumber the followers of the other Prophets on the Day of Resurrection."""
12/26,"Bukhari: Vol 6; Book 61; No 504:
Narrated Abu Huraira:
The Prophet said; ""Every Prophet was given miracles because of which people believed; but what I have been given; is Divine Inspiration which Allah has revealed to me. So I hope that my followers will outnumber the followers of the other Prophets on the Day of Resurrection."""
12/27,"Bukhari: Vol 6; Book 61; No 504:
Narrated Abu Huraira:
The Prophet said; ""Every Prophet was given miracles because of which people believed; but what I have been given; is Divine Inspiration which Allah has revealed to me. So I hope that my followers will outnumber the followers of the other Prophets on the Day of Resurrection."""
12/28,"Bukhari: Vol 6; Book 61; No 504:
Narrated Abu Huraira:
The Prophet said; ""Every Prophet was given miracles because of which people believed; but what I have been given; is Divine Inspiration which Allah has revealed to me. So I hope that my followers will outnumber the followers of the other Prophets on the Day of Resurrection."""
12/29,"Bukhari: Vol 6; Book 61; No 504: Narrated Abu Huraira:
The Prophet said; ""Every Prophet was given miracles because of which people believed; but what I have been given; is Divine Inspiration which Allah has revealed to me. So I hope that my followers will outnumber the followers of the other Prophets on the Day of Resurrection."""
12/30,"Bukhari: Vol 6; Book 61; No 504: Narrated Abu Huraira:
The Prophet said; ""Every Prophet was given miracles because of which people believed; but what I have been given; is Divine Inspiration which Allah has revealed to me. So I hope that my followers will outnumber the followers of the other Prophets on the Day of Resurrection."""
12/31,"Bukhari; Vol 4; Book 54; No 463:   Narrated Abdullah bin 'Umar: 
Allah's Apostle said; ""When anyone of you dies; he will be shown his destination both in the morning and in the evening; and if he belongs to the people of Paradise; he will be shown his place in Paradise; and if he is from the people of Hell; he will be shown his place in Hell."" "
